index,G_1_1,G_1_2,G_1_3,G_1_4,G_1_5,G_2_1,G_3_1,G_3_2,G_3_3,G_3_4,G_3_5,G_3_6,G_3_7,G_3_8,G_3_9,G_3_10,G_3_11,G_3_12,G_3_13,G_3_14,G_3_15,G_3_16,G_3_17,G_3_18,G_3_19,G_3_20,G_3_21,G_3_22,G_3_23,G_3_24,G_3_25,G_3_26,G_3_27,G_4_1,G_4_2,G_4_3,G_4_4,G_4_5,G_4_6,G_5_1,G_5_2,G_5_3
2023-08-26 00:00:00,92.06521739130434,89.85227272727273,-1,93.58536585365852,89.1413043478261,90.46153846153848,93.1818181818182,-1,92.76744186046513,93.28089887640448,92.94117647058825,94.61458333333331,-1,93.05555555555556,93.16129032258064,92.20833333333331,91.26262626262626,92.02061855670104,92.02061855670104,92.14150943396228,92.7864077669903,92.4059405940594,91.73267326732672,90.2190476190476,89.6,89.59482758620689,89.59482758620689,84.27027027027027,83.7280701754386,84.07758620689656,85.00877192982456,84.87037037037037,83.7751937984496,86.15306122448979,-1,85.69791666666667,85.97087378640776,86.05825242718447,82.15306122448979,78.07638888888889,73.37692307692308,71.89583333333333
2023-08-26 00:05:00,95.0618556701031,93.64356435643565,-1,96.6060606060606,93.58620689655172,92.1923076923077,94.33695652173913,-1,94.34831460674155,94.70967741935485,93.24418604651164,95.32,-1,94.83783783783784,94.63793103448276,95.5377358490566,95.03669724770644,94.0438596491228,94.0438596491228,93.57627118644068,93.65420560747664,94.8157894736842,93.52252252252252,92.4368932038835,94.46,92.49462365591398,92.49462365591398,88.0,87.34831460674157,87.12903225806451,87.25531914893617,83.26666666666667,80.5934065934066,83.0506329113924,-1,86.92105263157895,86.96296296296296,87.11538461538461,82.52439024390245,75.22689075630252,72.88188976377953,69.63358778625954
2023-08-26 00:10:00,87.8433734939759,85.27710843373494,-1,91.64102564102564,88.92380952380952,86.91176470588235,89.10526315789474,-1,91.5974025974026,89.21333333333334,91.24358974358974,92.92857142857144,-1,92.25641025641026,92.46153846153848,93.44303797468356,92.9125,91.55696202531644,91.55696202531644,92.33766233766234,93.25641025641026,93.81333333333332,92.25641025641026,91.54666666666668,93.7051282051282,92.4578313253012,92.4578313253012,84.95505617977528,85.73118279569893,85.57777777777778,86.53763440860214,87.62222222222222,83.60493827160494,84.90789473684211,-1,87.1566265060241,86.93617021276596,86.23076923076923,82.57608695652173,77.23664122137404,74.0909090909091,72.67832167832168
2023-08-26 00:15:00,92.7840909090909,89.3529411764706,-1,93.72093023255816,89.43396226415095,87.94666666666667,90.875,-1,92.25641025641026,92.57692307692308,92.47560975609755,92.55813953488372,-1,92.04494382022472,91.18681318681318,89.70930232558139,88.87912087912088,89.07692307692308,89.07692307692308,88.88421052631578,90.47777777777776,90.3720930232558,88.93103448275862,87.76404494382022,87.91954022988506,87.96703296703296,87.96703296703296,83.5609756097561,83.96551724137932,83.76829268292683,83.63529411764706,79.66265060240964,75.03703703703704,78.546875,-1,81.5,80.68656716417911,82.98550724637681,78.36363636363636,74.92,75.70526315789473,73.8921568627451
2023-08-26 00:20:00,96.07865168539324,93.79545454545456,-1,96.90243902439023,94.66666666666669,93.3970588235294,95.855421686747,-1,97.1875,97.5952380952381,96.325,99.37362637362638,-1,98.91011235955057,100.2,100.15625,100.02173913043478,99.40217391304348,99.40217391304348,99.52688172043013,98.47368421052632,97.07619047619048,95.76635514018692,93.57425742574256,92.989898989899,92.62886597938144,92.62886597938144,86.7127659574468,85.94791666666667,84.52525252525253,84.22680412371135,83.17391304347827,79.77358490566037,82.06493506493507,-1,83.01369863013699,83.77922077922078,82.73239436619718,80.82432432432432,70.26126126126127,68.98347107438016,66.925
2023-08-26 00:25:00,93.4367816091954,90.26436781609196,-1,95.56626506024097,89.34234234234235,89.49367088607595,93.11764705882354,-1,92.48051948051948,94.2093023255814,92.22619047619048,94.98947368421052,-1,95.05208333333331,93.6078431372549,94.5,93.8041237113402,94.46808510638296,94.46808510638296,93.80434782608695,94.97777777777776,95.90217391304348,94.51612903225806,94.125,95.90625,94.97872340425532,94.97872340425532,90.6206896551724,90.2183908045977,88.96551724137932,89.4494382022472,87.43956043956044,84.41121495327103,88.04109589041096,-1,92.015625,92.26865671641792,92.57142857142856,89.63492063492063,80.10810810810811,78.83035714285714,78.14912280701755
2023-08-26 00:30:00,95.13432835820896,91.14666666666666,-1,93.90625,91.94186046511628,91.50909090909092,93.4920634920635,-1,93.48387096774194,94.28571428571428,94.28571428571428,94.77027027027027,-1,95.47297297297295,96.34210526315788,94.60526315789474,94.8181818181818,92.5,92.5,93.2235294117647,92.81012658227849,91.85897435897436,91.9156626506024,90.90243902439023,91.17073170731707,91.75949367088609,91.75949367088609,88.05813953488372,88.11627906976744,88.30588235294118,88.67058823529412,87.97590361445783,82.96969696969697,89.26582278481013,-1,85.75949367088607,84.2235294117647,84.84146341463415,80.1264367816092,73.93798449612403,73.208,71.1984126984127
2023-08-26 00:35:00,96.55384615384617,94.734375,-1,98.8360655737705,95.8125,94.45098039215686,96.46774193548389,-1,95.48275862068964,97.07142857142856,96.53571428571428,98.6065573770492,-1,98.94827586206895,97.65,97.83050847457628,98.22413793103448,99.1186440677966,99.1186440677966,99.38095238095238,98.82758620689656,98.4,98.25,95.0,94.6268656716418,94.1304347826087,94.1304347826087,89.41428571428571,88.90277777777777,87.55714285714286,88.64864864864865,85.72222222222223,82.25,85.390625,-1,88.0,86.84375,88.98484848484848,84.14754098360656,75.05154639175258,71.72448979591837,67.65714285714286
2023-08-26 00:40:00,92.63529411764706,89.8961038961039,-1,95.02816901408453,92.75903614457832,92.34545454545454,93.43548387096774,-1,94.52307692307691,94.64285714285714,92.51612903225806,96.63157894736842,-1,95.59722222222224,95.47297297297295,96.05555555555556,95.66666666666669,96.70270270270272,96.70270270270272,96.53333333333332,96.57534246575342,96.97260273972604,96.3108108108108,95.55555555555556,95.75714285714284,94.33333333333331,94.33333333333331,89.17460317460318,89.41935483870968,89.49180327868852,89.1311475409836,86.66129032258064,83.75,86.52727272727273,-1,93.93478260869566,93.0625,90.60416666666669,86.40425531914893,82.61904761904762,78.44871794871794,75.98823529411764
2023-08-26 00:45:00,95.64285714285714,91.47222222222224,-1,98.1875,91.70833333333331,92.27272727272728,93.65,-1,96.25,96.44262295081968,95.58064516129032,96.42028985507248,-1,94.24,94.14084507042251,93.90277777777776,94.29411764705884,93.74647887323944,93.74647887323944,94.11111111111111,94.75714285714284,94.48571428571428,93.91176470588236,95.23880597014926,97.04477611940298,95.17910447761194,95.17910447761194,89.87671232876713,89.60526315789474,88.45454545454545,89.33333333333333,87.51388888888889,83.75641025641026,88.16417910447761,-1,89.03174603174604,88.39655172413794,89.36842105263158,84.19354838709677,73.66371681415929,72.63865546218487,70.53982300884955
